,Date and Time,PM10,PM2.5,SO2,Site,location,date,time,daily mean,daily max
303653,2021-10-03 12:00:00,2.05,1.82,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-03,12:00:00,1.1816666666666666,1.82
303686,2021-10-04 21:00:00,2.37,2.16,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-04,21:00:00,1.3008333333333335,2.16
303701,2021-10-05 12:00:00,3.4,2.33,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-05,12:00:00,0.8649999999999999,2.33
303724,2021-10-06 11:00:00,4.1,2.5,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-06,11:00:00,1.2295833333333333,2.5
303747,2021-10-07 10:00:00,2.4,1.93,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-07,10:00:00,0.8620833333333334,1.93
303774,2021-10-08 13:00:00,4.52,2.21,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-08,13:00:00,1.36625,2.21
303808,2021-10-09 23:00:00,2.2,1.74,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-09,23:00:00,0.79,1.74
303832,2021-10-10 23:00:00,3.2,2.86,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-10,23:00:00,1.5841666666666665,2.86
303844,2021-10-11 11:00:00,3.3,2.95,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-11,11:00:00,2.30375,2.95
303857,2021-10-12 00:00:00,2.35,2.23,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-12,00:00:00,1.3216666666666665,2.23
303903,2021-10-13 22:00:00,1.27,1.19,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-13,22:00:00,0.8933333333333334,1.19
303926,2021-10-14 21:00:00,1.3,1.24,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-14,21:00:00,0.8308333333333334,1.24
303952,2021-10-15 22:00:00,2.07,2.0,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-15,22:00:00,0.9708695652173912,2.0
303964,2021-10-16 10:00:00,1.55,1.36,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-16,10:00:00,0.86,1.36
304002,2021-10-17 22:00:00,1.65,1.5,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-17,22:00:00,0.30916666666666665,1.5
304027,2021-10-18 23:00:00,1.28,0.97,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-18,23:00:00,0.5125000000000001,0.97
304049,2021-10-19 21:00:00,1.78,1.6,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-19,21:00:00,0.8025000000000001,1.6
304063,2021-10-20 11:00:00,1.7,1.73,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-20,11:00:00,1.23,1.73
304093,2021-10-21 17:00:00,0.95,1.0,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-21,17:00:00,0.7050000000000001,1.0
304100,2021-10-22 00:00:00,0.53,0.61,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-22,00:00:00,0.42083333333333334,0.61
304146,2021-10-23 22:00:00,0.75,0.82,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-23,22:00:00,0.33041666666666664,0.82
304161,2021-10-24 13:00:00,0.78,0.81,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-24,13:00:00,0.5437500000000001,0.81
304193,2021-10-25 21:00:00,0.7,0.8,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-25,21:00:00,0.5895833333333333,0.8
304217,2021-10-26 21:00:00,1.13,1.13,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-26,21:00:00,0.7120833333333333,1.13
304218,2021-10-26 22:00:00,1.13,1.13,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-26,22:00:00,0.7120833333333333,1.13
304220,2021-10-27 00:00:00,0.87,0.9,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-27,00:00:00,0.3804166666666666,0.9
304269,2021-10-28 23:00:00,1.13,1.15,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-28,23:00:00,0.5320833333333334,1.15
304272,2021-10-29 02:00:00,1.05,1.08,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-29,02:00:00,0.6483333333333333,1.08
304316,2021-10-30 22:00:00,0.83,0.91,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-30,22:00:00,0.3,0.91
304338,2021-10-31 20:00:00,1.97,2.09,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-10-31,20:00:00,0.61,2.09
304361,2021-11-01 19:00:00,0.82,0.91,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-01,19:00:00,0.4633333333333334,0.91
304385,2021-11-02 19:00:00,0.85,0.92,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-02,19:00:00,0.5341666666666667,0.92
304400,2021-11-03 10:00:00,0.5,0.61,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-03,10:00:00,0.38083333333333336,0.61
304414,2021-11-04 00:00:00,0.43,0.52,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-04,00:00:00,0.3741666666666667,0.52
304456,2021-11-05 18:00:00,0.43,0.49,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-05,18:00:00,0.38125000000000003,0.49
304484,2021-11-06 20:00:00,1.45,1.53,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-06,20:00:00,0.46708333333333335,1.53
304508,2021-11-07 20:00:00,1.92,2.01,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-07,20:00:00,1.055,2.01
304513,2021-11-08 01:00:00,2.42,2.53,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-08,01:00:00,0.7045833333333333,2.53
304557,2021-11-09 19:00:00,1.05,1.12,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-09,19:00:00,0.5116666666666666,1.12
304558,2021-11-09 20:00:00,1.05,1.12,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-09,20:00:00,0.5116666666666666,1.12
304572,2021-11-10 10:00:00,0.77,0.83,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-10,10:00:00,0.6266666666666667,0.83
304611,2021-11-11 23:00:00,0.48,0.56,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-11,23:00:00,0.2275,0.56
304617,2021-11-12 05:00:00,1.13,1.19,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-12,05:00:00,0.55375,1.19
304659,2021-11-13 21:00:00,1.05,1.13,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-13,21:00:00,0.39999999999999997,1.13
304684,2021-11-14 22:00:00,2.55,2.66,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-14,22:00:00,0.7575,2.66
304686,2021-11-15 00:00:00,1.05,1.14,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-15,00:00:00,0.4679166666666667,1.14
304735,2021-11-16 23:00:00,0.4,0.48,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-16,23:00:00,0.22791666666666666,0.48
304739,2021-11-17 03:00:00,0.5,0.62,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-17,03:00:00,0.5091666666666667,0.62
304760,2021-11-18 00:00:00,0.15,0.24,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-18,00:00:00,0.13291666666666666,0.24
304811,2021-11-19 21:00:00,0.15,0.22,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-19,21:00:00,0.12375000000000001,0.22
304835,2021-11-20 19:00:00,0.3,0.4,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-20,19:00:00,0.18208333333333335,0.4
304837,2021-11-20 21:00:00,0.3,0.4,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-20,21:00:00,0.18208333333333335,0.4
304862,2021-11-21 22:00:00,0.25,0.33,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-21,22:00:00,0.21583333333333332,0.33
304885,2021-11-22 21:00:00,0.48,0.56,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-22,21:00:00,0.28875,0.56
304889,2021-11-23 01:00:00,0.35,0.45,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-23,01:00:00,0.19375,0.45
304941,2021-11-24 19:00:00,0.15,0.24,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-24,19:00:00,0.13791666666666666,0.24
304943,2021-11-24 21:00:00,0.18,0.24,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-24,21:00:00,0.13791666666666666,0.24
304960,2021-11-25 14:00:00,0.15,0.22,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-25,14:00:00,0.17166666666666666,0.22
304963,2021-11-25 17:00:00,0.1,0.22,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-25,17:00:00,0.17166666666666666,0.22
304984,2021-11-26 10:00:00,0.18,0.24,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-26,10:00:00,0.12916666666666668,0.24
305000,2021-11-27 00:00:00,0.1,0.2,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-27,00:00:00,0.11625,0.2
305053,2021-11-28 21:00:00,0.2,0.3,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-28,21:00:00,0.13708333333333333,0.3
305056,2021-11-29 00:00:00,0.1,0.2,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-29,00:00:00,0.12833333333333333,0.2
305094,2021-11-30 09:00:00,,0.1,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-11-30,09:00:00,0.04470588235294118,0.1
305123,2021-12-01 19:00:00,214.05,54.09,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-01,19:00:00,7.886086956521739,54.09
305144,2021-12-02 16:00:00,15.25,8.62,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-02,16:00:00,5.68,8.62
305171,2021-12-03 19:00:00,21.0,15.39,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-03,19:00:00,8.777083333333334,15.39
305179,2021-12-04 03:00:00,7.63,7.12,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-04,03:00:00,4.085,7.12
305219,2021-12-05 19:00:00,17.82,12.19,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-05,19:00:00,6.008333333333333,12.19
305236,2021-12-06 12:00:00,9.92,8.39,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-06,12:00:00,5.198333333333333,8.39
305256,2021-12-07 08:00:00,12.32,11.45,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-07,08:00:00,5.4245833333333335,11.45
305291,2021-12-08 19:00:00,12.45,11.38,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-08,19:00:00,5.970833333333334,11.38
305315,2021-12-09 19:00:00,11.45,10.66,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-09,19:00:00,6.43625,10.66
305343,2021-12-10 23:00:00,13.05,11.61,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-10,23:00:00,6.449583333333333,11.61
305345,2021-12-11 01:00:00,15.17,12.59,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-11,01:00:00,5.458749999999999,12.59
305374,2021-12-12 06:00:00,7.22,6.51,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-12,06:00:00,3.0054166666666666,6.51
305412,2021-12-13 20:00:00,29.02,18.2,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-13,20:00:00,9.696250000000001,18.2
305416,2021-12-14 00:00:00,19.13,14.2,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-14,00:00:00,3.6816666666666666,14.2
305460,2021-12-15 20:00:00,13.2,6.4,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-15,20:00:00,3.0004166666666667,6.4
305465,2021-12-16 01:00:00,9.33,5.98,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-16,01:00:00,4.369166666666667,5.98
305498,2021-12-17 10:00:00,7.23,4.6,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-17,10:00:00,3.0079166666666666,4.6
305534,2021-12-18 22:00:00,17.95,12.63,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-18,22:00:00,5.277916666666667,12.63
305544,2021-12-19 08:00:00,9.32,7.34,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-19,08:00:00,4.61625,7.34
305570,2021-12-20 10:00:00,7.38,5.59,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-20,10:00:00,3.6654166666666668,5.59
305607,2021-12-21 23:00:00,19.95,15.69,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-21,23:00:00,8.06875,15.69
305615,2021-12-22 07:00:00,18.8,15.61,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-22,07:00:00,9.391250000000001,15.61
305655,2021-12-23 23:00:00,15.77,14.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-23,23:00:00,6.747083333333333,14.17
305665,2021-12-24 09:00:00,26.2,21.23,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-24,09:00:00,13.058333333333332,21.23
305694,2021-12-25 14:00:00,17.28,15.51,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-25,14:00:00,10.059166666666668,15.51
305710,2021-12-26 06:00:00,17.55,11.83,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-26,06:00:00,6.107916666666667,11.83
305746,2021-12-27 18:00:00,11.6,9.76,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-27,18:00:00,5.925833333333333,9.76
305774,2021-12-28 22:00:00,13.78,9.86,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-28,22:00:00,3.872916666666667,9.86
305789,2021-12-29 13:00:00,15.98,15.48,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-29,13:00:00,8.02625,15.48
305817,2021-12-30 17:00:00,9.47,7.1,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-30,17:00:00,2.245416666666667,7.1
305830,2021-12-31 06:00:00,14.17,13.49,,TNO2161-EPA,"Custom House Quay, Dublin 1",2021-12-31,06:00:00,9.27375,13.49
305853,2022-01-01 05:00:00,26.43,21.59,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-01,05:00:00,16.078333333333333,21.59
305873,2022-01-02 01:00:00,17.63,16.25,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-02,01:00:00,9.109166666666667,16.25
305897,2022-01-03 01:00:00,10.9,10.68,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-03,01:00:00,8.341666666666667,10.68
305931,2022-01-04 11:00:00,11.87,10.67,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-04,11:00:00,7.993333333333333,10.67
305965,2022-01-05 21:00:00,21.65,12.75,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-05,21:00:00,7.453333333333333,12.75
305981,2022-01-06 13:00:00,9.02,8.26,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-06,13:00:00,4.0825,8.26
306014,2022-01-07 22:00:00,7.7,6.58,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-07,22:00:00,3.6979166666666665,6.58
306027,2022-01-08 11:00:00,30.1,28.3,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-08,11:00:00,9.282916666666667,28.3
306059,2022-01-09 19:00:00,20.25,18.6,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-09,19:00:00,10.005416666666667,18.6
306087,2022-01-10 23:00:00,12.5,10.51,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-10,23:00:00,4.772083333333334,10.51
306099,2022-01-11 11:00:00,22.97,14.71,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-11,11:00:00,11.639166666666666,14.71
306129,2022-01-12 17:00:00,20.35,10.5,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-12,17:00:00,8.191666666666666,10.5
306155,2022-01-13 19:00:00,19.2,10.93,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-13,19:00:00,7.340833333333333,10.93
306170,2022-01-14 10:00:00,29.3,13.39,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-14,10:00:00,8.713333333333333,13.39
306184,2022-01-15 00:00:00,17.63,12.53,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-15,00:00:00,7.062916666666666,12.53
306230,2022-01-16 22:00:00,24.3,17.26,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-16,22:00:00,9.927083333333334,17.26
306254,2022-01-17 22:00:00,38.45,25.99,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-17,22:00:00,12.29,25.99
306256,2022-01-18 00:00:00,28.03,21.24,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-18,00:00:00,10.8925,21.24
306282,2022-01-19 02:00:00,11.48,10.03,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-19,02:00:00,7.885833333333333,10.03
306323,2022-01-20 19:00:00,24.13,14.84,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-20,19:00:00,9.910416666666666,14.84
306328,2022-01-21 00:00:00,16.45,12.13,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-21,00:00:00,6.083749999999999,12.13
306352,2022-01-22 00:00:00,11.75,7.95,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-22,00:00:00,3.0695833333333336,7.95
306397,2022-01-23 21:00:00,19.33,9.72,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-23,21:00:00,5.39875,9.72
306414,2022-01-24 14:00:00,42.8,20.39,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-24,14:00:00,13.678333333333333,20.39
306446,2022-01-25 22:00:00,18.93,11.58,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-25,22:00:00,6.71125,11.58
306448,2022-01-26 00:00:00,13.85,8.39,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-26,00:00:00,6.565833333333333,8.39
306495,2022-01-27 23:00:00,12.45,8.59,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-27,23:00:00,3.8804166666666666,8.59
306496,2022-01-28 00:00:00,9.93,7.03,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-28,00:00:00,2.87625,7.03
306531,2022-01-29 11:00:00,20.3,18.95,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-29,11:00:00,10.117916666666666,18.95
306544,2022-01-30 00:00:00,15.55,12.8,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-30,00:00:00,8.703333333333333,12.8
306591,2022-01-31 23:00:00,14.5,13.77,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-01-31,23:00:00,10.331249999999999,13.77
306592,2022-02-01 00:00:00,13.15,12.68,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-01,00:00:00,3.0425,12.68
306626,2022-02-02 10:00:00,19.35,16.52,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-02,10:00:00,7.192916666666666,16.52
306658,2022-02-03 18:00:00,23.38,12.49,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-03,18:00:00,4.325,12.49
306667,2022-02-04 03:00:00,8.9,8.1,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-04,03:00:00,4.968333333333333,8.1
306700,2022-02-05 12:00:00,8.67,8.58,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-05,12:00:00,5.11125,8.58
306732,2022-02-06 20:00:00,15.43,14.36,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-06,20:00:00,6.857083333333333,14.36
306742,2022-02-07 06:00:00,13.9,11.75,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-07,06:00:00,6.5925,11.75
306765,2022-02-08 05:00:00,7.5,5.61,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-08,05:00:00,2.2358333333333333,5.61
306794,2022-02-09 10:00:00,10.15,8.76,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-09,10:00:00,5.5320833333333335,8.76
306822,2022-02-10 14:00:00,8.05,6.53,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-10,14:00:00,5.01625,6.53
306841,2022-02-11 09:00:00,13.35,9.34,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-11,09:00:00,5.727083333333333,9.34
306876,2022-02-12 20:00:00,11.17,9.55,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-12,20:00:00,4.1525,9.55
306880,2022-02-13 00:00:00,7.02,6.35,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-13,00:00:00,2.2029166666666664,6.35
306926,2022-02-14 22:00:00,13.45,8.65,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-14,22:00:00,3.6004166666666664,8.65
306938,2022-02-15 10:00:00,20.45,18.97,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-15,10:00:00,10.88875,18.97
306960,2022-02-16 08:00:00,25.35,24.83,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-16,08:00:00,9.860416666666667,24.83
306979,2022-02-17 10:00:00,10.8,9.8,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-17,10:00:00,3.884,9.8
306994,2022-02-18 01:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,01:00:00,3.157083333333333,3.17
306995,2022-02-18 02:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,02:00:00,3.157083333333333,3.17
306996,2022-02-18 03:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,03:00:00,3.157083333333333,3.17
306997,2022-02-18 04:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,04:00:00,3.157083333333333,3.17
306998,2022-02-18 05:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,05:00:00,3.157083333333333,3.17
306999,2022-02-18 06:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,06:00:00,3.157083333333333,3.17
307000,2022-02-18 07:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,07:00:00,3.157083333333333,3.17
307001,2022-02-18 08:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,08:00:00,3.157083333333333,3.17
307002,2022-02-18 09:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,09:00:00,3.157083333333333,3.17
307003,2022-02-18 10:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,10:00:00,3.157083333333333,3.17
307004,2022-02-18 11:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,11:00:00,3.157083333333333,3.17
307005,2022-02-18 12:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,12:00:00,3.157083333333333,3.17
307006,2022-02-18 13:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,13:00:00,3.157083333333333,3.17
307007,2022-02-18 14:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,14:00:00,3.157083333333333,3.17
307008,2022-02-18 15:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,15:00:00,3.157083333333333,3.17
307009,2022-02-18 16:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,16:00:00,3.157083333333333,3.17
307010,2022-02-18 17:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,17:00:00,3.157083333333333,3.17
307011,2022-02-18 18:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,18:00:00,3.157083333333333,3.17
307012,2022-02-18 19:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,19:00:00,3.157083333333333,3.17
307013,2022-02-18 20:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,20:00:00,3.157083333333333,3.17
307014,2022-02-18 21:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,21:00:00,3.157083333333333,3.17
307015,2022-02-18 22:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,22:00:00,3.157083333333333,3.17
307016,2022-02-18 23:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-18,23:00:00,3.157083333333333,3.17
307017,2022-02-19 00:00:00,3.8,3.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-19,00:00:00,3.17,3.17
307027,2022-02-21 20:00:00,30.98,27.27,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-21,20:00:00,18.66,27.27
307049,2022-02-22 16:00:00,105.75,97.06,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-22,16:00:00,15.44,97.06
307058,2022-02-23 01:00:00,10.25,9.23,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-23,01:00:00,5.109583333333333,9.23
307101,2022-02-24 20:00:00,7.55,6.27,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-24,20:00:00,3.4762500000000003,6.27
307117,2022-02-25 12:00:00,31.23,8.33,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-25,12:00:00,4.960833333333333,8.33
307148,2022-02-26 19:00:00,10.32,7.26,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-26,19:00:00,3.920833333333333,7.26
307168,2022-02-27 15:00:00,10.15,7.0,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-27,15:00:00,5.269583333333333,7.0
307190,2022-02-28 13:00:00,13.58,8.2,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-02-28,13:00:00,4.33875,8.2
307211,2022-03-01 10:00:00,8.27,5.75,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-01,10:00:00,3.8679166666666664,5.75
307227,2022-03-02 02:00:00,6.28,5.17,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-02,02:00:00,2.7308333333333334,5.17
307260,2022-03-03 10:00:00,7.8,5.42,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-03,10:00:00,3.3065217391304347,5.42
307283,2022-03-04 09:00:00,4.57,3.09,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-04,09:00:00,1.8258333333333334,3.09
307319,2022-03-05 21:00:00,6.0,5.02,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-05,21:00:00,2.0775,5.02
307344,2022-03-06 22:00:00,5.63,4.91,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-06,22:00:00,2.7383333333333333,4.91
307346,2022-03-07 00:00:00,4.75,4.27,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-07,00:00:00,1.75,4.27
307382,2022-03-08 12:00:00,6.53,6.25,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-08,12:00:00,3.182916666666667,6.25
307402,2022-03-09 08:00:00,5.93,4.72,,TNO2161-EPA,"Custom House Quay, Dublin 1",2022-03-09,08:00:00,2.353333333333333,4.72
