,Date and Time,PM10,PM2.5,SO2,Site,location,date,time
2401,2022-03-13 02:00:00,20.93,19.83,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,02:00:00
2402,2022-03-13 03:00:00,23.4,22.15,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,03:00:00
2403,2022-03-13 04:00:00,18.45,17.83,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,04:00:00
2404,2022-03-13 05:00:00,16.55,15.74,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,05:00:00
2405,2022-03-13 06:00:00,10.1,9.76,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,06:00:00
2406,2022-03-13 07:00:00,7.7,7.35,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,07:00:00
2407,2022-03-13 08:00:00,6.55,6.28,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,08:00:00
2408,2022-03-13 09:00:00,6.35,6.17,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,09:00:00
2409,2022-03-13 10:00:00,9.03,8.31,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,10:00:00
2410,2022-03-13 11:00:00,9.53,8.7,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,11:00:00
2411,2022-03-13 12:00:00,7.45,6.76,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,12:00:00
2412,2022-03-13 13:00:00,4.85,4.31,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,13:00:00
2413,2022-03-13 14:00:00,2.8,2.39,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,14:00:00
2414,2022-03-13 15:00:00,2.1,1.89,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,15:00:00
2415,2022-03-13 16:00:00,3.6,3.01,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,16:00:00
2416,2022-03-13 17:00:00,5.92,4.85,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,17:00:00
2417,2022-03-13 18:00:00,7.65,6.31,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,18:00:00
2418,2022-03-13 19:00:00,9.9,8.33,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,19:00:00
2419,2022-03-13 20:00:00,10.62,9.09,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,20:00:00
2420,2022-03-13 21:00:00,9.82,8.53,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,21:00:00
2421,2022-03-13 22:00:00,9.25,8.12,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,22:00:00
2422,2022-03-13 23:00:00,9.55,8.65,,TNO4160,"Celbridge, Co. Kildare",2022-03-13,23:00:00
2423,2022-03-12 00:00:00,5.6,4.64,,TNO3952,Monaghan Town,2022-03-12,00:00:00
2424,2022-03-12 01:00:00,5.43,4.36,,TNO3952,Monaghan Town,2022-03-12,01:00:00
2425,2022-03-12 02:00:00,7.98,6.67,,TNO3952,Monaghan Town,2022-03-12,02:00:00
2426,2022-03-12 03:00:00,10.78,9.04,,TNO3952,Monaghan Town,2022-03-12,03:00:00
2427,2022-03-12 04:00:00,12.0,9.79,,TNO3952,Monaghan Town,2022-03-12,04:00:00
2428,2022-03-12 05:00:00,19.07,15.25,,TNO3952,Monaghan Town,2022-03-12,05:00:00
2429,2022-03-12 06:00:00,17.42,14.5,,TNO3952,Monaghan Town,2022-03-12,06:00:00
2430,2022-03-12 07:00:00,9.85,8.64,,TNO3952,Monaghan Town,2022-03-12,07:00:00
2431,2022-03-12 08:00:00,5.4,4.87,,TNO3952,Monaghan Town,2022-03-12,08:00:00
2432,2022-03-12 09:00:00,3.1,2.81,,TNO3952,Monaghan Town,2022-03-12,09:00:00
2433,2022-03-12 10:00:00,2.35,2.01,,TNO3952,Monaghan Town,2022-03-12,10:00:00
2434,2022-03-12 11:00:00,3.9,3.13,,TNO3952,Monaghan Town,2022-03-12,11:00:00
2435,2022-03-12 12:00:00,5.33,3.96,,TNO3952,Monaghan Town,2022-03-12,12:00:00
2436,2022-03-12 13:00:00,4.95,3.85,,TNO3952,Monaghan Town,2022-03-12,13:00:00
2437,2022-03-12 14:00:00,5.23,4.16,,TNO3952,Monaghan Town,2022-03-12,14:00:00
2438,2022-03-12 15:00:00,5.23,4.1,,TNO3952,Monaghan Town,2022-03-12,15:00:00
2439,2022-03-12 16:00:00,6.45,5.26,,TNO3952,Monaghan Town,2022-03-12,16:00:00
2440,2022-03-12 17:00:00,11.35,9.6,,TNO3952,Monaghan Town,2022-03-12,17:00:00
2441,2022-03-12 18:00:00,13.75,11.84,,TNO3952,Monaghan Town,2022-03-12,18:00:00
2442,2022-03-12 19:00:00,7.07,6.24,,TNO3952,Monaghan Town,2022-03-12,19:00:00
2443,2022-03-12 20:00:00,7.2,6.5,,TNO3952,Monaghan Town,2022-03-12,20:00:00
2444,2022-03-12 21:00:00,7.82,7.27,,TNO3952,Monaghan Town,2022-03-12,21:00:00
2445,2022-03-12 22:00:00,13.97,13.1,,TNO3952,Monaghan Town,2022-03-12,22:00:00
2446,2022-03-12 23:00:00,14.55,13.56,,TNO3952,Monaghan Town,2022-03-12,23:00:00
2447,2022-03-13 00:00:00,13.67,12.53,,TNO3952,Monaghan Town,2022-03-13,00:00:00
2448,2022-03-13 01:00:00,16.2,15.11,,TNO3952,Monaghan Town,2022-03-13,01:00:00
2449,2022-03-13 02:00:00,14.5,13.91,,TNO3952,Monaghan Town,2022-03-13,02:00:00
2450,2022-03-13 03:00:00,24.55,23.23,,TNO3952,Monaghan Town,2022-03-13,03:00:00
2451,2022-03-13 04:00:00,30.55,28.7,,TNO3952,Monaghan Town,2022-03-13,04:00:00
2452,2022-03-13 05:00:00,28.88,27.47,,TNO3952,Monaghan Town,2022-03-13,05:00:00
2453,2022-03-13 06:00:00,29.38,27.86,,TNO3952,Monaghan Town,2022-03-13,06:00:00
2454,2022-03-13 07:00:00,28.35,27.07,,TNO3952,Monaghan Town,2022-03-13,07:00:00
2455,2022-03-13 08:00:00,22.77,21.94,,TNO3952,Monaghan Town,2022-03-13,08:00:00
2456,2022-03-13 09:00:00,13.88,13.58,,TNO3952,Monaghan Town,2022-03-13,09:00:00
2457,2022-03-13 10:00:00,7.8,7.47,,TNO3952,Monaghan Town,2022-03-13,10:00:00
2458,2022-03-13 11:00:00,3.43,3.27,,TNO3952,Monaghan Town,2022-03-13,11:00:00
2459,2022-03-13 12:00:00,3.48,3.19,,TNO3952,Monaghan Town,2022-03-13,12:00:00
2460,2022-03-13 13:00:00,6.13,5.44,,TNO3952,Monaghan Town,2022-03-13,13:00:00
2461,2022-03-13 14:00:00,6.8,5.97,,TNO3952,Monaghan Town,2022-03-13,14:00:00
2462,2022-03-13 15:00:00,4.83,4.21,,TNO3952,Monaghan Town,2022-03-13,15:00:00
2463,2022-03-13 16:00:00,4.78,4.06,,TNO3952,Monaghan Town,2022-03-13,16:00:00
2464,2022-03-13 17:00:00,3.97,3.43,,TNO3952,Monaghan Town,2022-03-13,17:00:00
2465,2022-03-13 18:00:00,4.52,3.94,,TNO3952,Monaghan Town,2022-03-13,18:00:00
2466,2022-03-13 19:00:00,7.4,6.46,,TNO3952,Monaghan Town,2022-03-13,19:00:00
2467,2022-03-13 20:00:00,10.95,9.58,,TNO3952,Monaghan Town,2022-03-13,20:00:00
2468,2022-03-13 21:00:00,11.7,10.16,,TNO3952,Monaghan Town,2022-03-13,21:00:00
2469,2022-03-13 22:00:00,12.05,10.64,,TNO3952,Monaghan Town,2022-03-13,22:00:00
2470,2022-03-13 23:00:00,12.62,11.06,,TNO3952,Monaghan Town,2022-03-13,23:00:00
2471,2022-03-12 00:00:00,15.93,12.66,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,00:00:00
2472,2022-03-12 01:00:00,14.13,11.01,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,01:00:00
2473,2022-03-12 02:00:00,13.97,11.09,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,02:00:00
2474,2022-03-12 03:00:00,13.38,9.91,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,03:00:00
2475,2022-03-12 04:00:00,11.4,8.18,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,04:00:00
2476,2022-03-12 05:00:00,7.95,6.18,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,05:00:00
2477,2022-03-12 06:00:00,7.48,6.08,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,06:00:00
2478,2022-03-12 07:00:00,8.9,6.84,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,07:00:00
2479,2022-03-12 08:00:00,7.35,6.01,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,08:00:00
2480,2022-03-12 09:00:00,4.62,3.99,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,09:00:00
2481,2022-03-12 10:00:00,3.22,2.61,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,10:00:00
2482,2022-03-12 11:00:00,2.47,2.19,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,11:00:00
2483,2022-03-12 12:00:00,2.22,1.87,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,12:00:00
2484,2022-03-12 13:00:00,2.77,2.27,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,13:00:00
2485,2022-03-12 14:00:00,2.15,1.86,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,14:00:00
2486,2022-03-12 15:00:00,3.63,2.97,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,15:00:00
2487,2022-03-12 16:00:00,3.9,3.09,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,16:00:00
2488,2022-03-12 17:00:00,6.78,5.03,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,17:00:00
2489,2022-03-12 18:00:00,8.02,5.53,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,18:00:00
2490,2022-03-12 19:00:00,8.2,6.4,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,19:00:00
2491,2022-03-12 20:00:00,9.33,7.82,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,20:00:00
2492,2022-03-12 21:00:00,7.25,6.09,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,21:00:00
2493,2022-03-12 22:00:00,6.28,5.5,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,22:00:00
2494,2022-03-12 23:00:00,6.82,4.37,,TNO3955,"Buncranna, Co. Donegal",2022-03-12,23:00:00
2495,2022-03-13 00:00:00,4.2,3.92,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,00:00:00
2496,2022-03-13 01:00:00,3.9,3.58,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,01:00:00
2497,2022-03-13 02:00:00,6.5,5.88,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,02:00:00
2498,2022-03-13 03:00:00,7.95,7.37,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,03:00:00
2499,2022-03-13 04:00:00,11.38,10.53,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,04:00:00
2500,2022-03-13 05:00:00,12.6,11.85,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,05:00:00
2501,2022-03-13 06:00:00,14.95,14.07,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,06:00:00
2502,2022-03-13 07:00:00,13.1,12.57,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,07:00:00
2503,2022-03-13 08:00:00,11.2,10.75,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,08:00:00
2504,2022-03-13 09:00:00,9.75,9.45,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,09:00:00
2505,2022-03-13 10:00:00,10.98,10.86,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,10:00:00
2506,2022-03-13 11:00:00,7.05,6.89,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,11:00:00
2507,2022-03-13 12:00:00,1.85,1.76,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,12:00:00
2508,2022-03-13 13:00:00,2.65,2.54,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,13:00:00
2509,2022-03-13 14:00:00,3.02,2.77,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,14:00:00
2510,2022-03-13 15:00:00,2.9,2.5,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,15:00:00
2511,2022-03-13 16:00:00,5.03,4.36,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,16:00:00
2512,2022-03-13 17:00:00,3.83,3.44,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,17:00:00
2513,2022-03-13 18:00:00,6.98,6.41,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,18:00:00
2514,2022-03-13 19:00:00,11.05,9.95,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,19:00:00
2515,2022-03-13 20:00:00,10.55,9.37,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,20:00:00
2516,2022-03-13 21:00:00,10.02,8.93,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,21:00:00
2517,2022-03-13 22:00:00,10.48,9.42,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,22:00:00
2518,2022-03-13 23:00:00,9.95,9.09,,TNO3955,"Buncranna, Co. Donegal",2022-03-13,23:00:00
2519,2022-03-12 00:00:00,5.37,4.22,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,00:00:00
2520,2022-03-12 01:00:00,8.53,7.47,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,01:00:00
2521,2022-03-12 02:00:00,6.0,4.69,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,02:00:00
2522,2022-03-12 03:00:00,4.8,4.1,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,03:00:00
2523,2022-03-12 04:00:00,5.52,4.97,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,04:00:00
2524,2022-03-12 05:00:00,3.87,3.48,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,05:00:00
2525,2022-03-12 06:00:00,3.65,3.07,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,06:00:00
2526,2022-03-12 07:00:00,5.93,4.67,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,07:00:00
2527,2022-03-12 08:00:00,5.8,4.64,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,08:00:00
2528,2022-03-12 09:00:00,5.4,4.66,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,09:00:00
2529,2022-03-12 10:00:00,6.67,5.96,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,10:00:00
2530,2022-03-12 11:00:00,10.02,8.87,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,11:00:00
2531,2022-03-12 12:00:00,10.55,9.52,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,12:00:00
2532,2022-03-12 13:00:00,10.7,9.87,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,13:00:00
2533,2022-03-12 14:00:00,11.55,10.71,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,14:00:00
2534,2022-03-12 15:00:00,8.85,8.34,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,15:00:00
2535,2022-03-12 16:00:00,6.45,5.97,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,16:00:00
2536,2022-03-12 17:00:00,8.6,8.34,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,17:00:00
2537,2022-03-12 18:00:00,14.72,14.22,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,18:00:00
2538,2022-03-12 19:00:00,15.1,14.6,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,19:00:00
2539,2022-03-12 20:00:00,24.38,23.59,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,20:00:00
2540,2022-03-12 21:00:00,23.07,22.28,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,21:00:00
2541,2022-03-12 22:00:00,24.97,23.83,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,22:00:00
2542,2022-03-12 23:00:00,23.5,22.85,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-12,23:00:00
2543,2022-03-13 00:00:00,20.93,20.51,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,00:00:00
2544,2022-03-13 01:00:00,21.9,21.48,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,01:00:00
2545,2022-03-13 02:00:00,15.52,15.42,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,02:00:00
2546,2022-03-13 03:00:00,13.7,13.7,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,03:00:00
2547,2022-03-13 04:00:00,14.1,14.15,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,04:00:00
2548,2022-03-13 05:00:00,14.03,13.96,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,05:00:00
2549,2022-03-13 06:00:00,13.38,13.34,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,06:00:00
2550,2022-03-13 07:00:00,15.0,14.73,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,07:00:00
2551,2022-03-13 08:00:00,19.1,18.08,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,08:00:00
2552,2022-03-13 09:00:00,19.47,18.31,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,09:00:00
2553,2022-03-13 10:00:00,15.72,14.71,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,10:00:00
2554,2022-03-13 11:00:00,7.72,7.23,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,11:00:00
2555,2022-03-13 12:00:00,3.0,2.81,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,12:00:00
2556,2022-03-13 13:00:00,1.82,1.67,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,13:00:00
2557,2022-03-13 14:00:00,3.15,2.86,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,14:00:00
2558,2022-03-13 15:00:00,4.12,3.66,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,15:00:00
2559,2022-03-13 16:00:00,5.38,4.52,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,16:00:00
2560,2022-03-13 17:00:00,11.6,7.82,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,17:00:00
2561,2022-03-13 18:00:00,10.73,8.91,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,18:00:00
2562,2022-03-13 19:00:00,11.77,9.05,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,19:00:00
2563,2022-03-13 20:00:00,9.4,8.12,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,20:00:00
2564,2022-03-13 21:00:00,10.8,9.38,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,21:00:00
2565,2022-03-13 22:00:00,11.65,9.82,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,22:00:00
2566,2022-03-13 23:00:00,11.2,9.38,,TNO4157,"Thomastown, Co. Kilkenny",2022-03-13,23:00:00
2567,2022-03-12 00:00:00,13.79,9.57,7.93,EPA-74,"Askeaton, Co. Limerick",2022-03-12,00:00:00
2568,2022-03-12 01:00:00,11.07,7.26,8.13,EPA-74,"Askeaton, Co. Limerick",2022-03-12,01:00:00
2569,2022-03-12 02:00:00,2.72,1.73,8.21,EPA-74,"Askeaton, Co. Limerick",2022-03-12,02:00:00
2570,2022-03-12 03:00:00,5.08,2.42,8.14,EPA-74,"Askeaton, Co. Limerick",2022-03-12,03:00:00
2571,2022-03-12 04:00:00,8.87,3.79,8.18,EPA-74,"Askeaton, Co. Limerick",2022-03-12,04:00:00
2572,2022-03-12 05:00:00,7.75,3.86,8.07,EPA-74,"Askeaton, Co. Limerick",2022-03-12,05:00:00
2573,2022-03-12 06:00:00,6.67,3.4,8.01,EPA-74,"Askeaton, Co. Limerick",2022-03-12,06:00:00
2574,2022-03-12 07:00:00,5.15,2.79,8.16,EPA-74,"Askeaton, Co. Limerick",2022-03-12,07:00:00
2575,2022-03-12 08:00:00,6.12,3.17,7.96,EPA-74,"Askeaton, Co. Limerick",2022-03-12,08:00:00
2576,2022-03-12 09:00:00,7.96,3.49,8.34,EPA-74,"Askeaton, Co. Limerick",2022-03-12,09:00:00
2577,2022-03-12 10:00:00,14.23,10.62,8.54,EPA-74,"Askeaton, Co. Limerick",2022-03-12,10:00:00
2578,2022-03-12 11:00:00,8.33,3.84,8.71,EPA-74,"Askeaton, Co. Limerick",2022-03-12,11:00:00
2579,2022-03-12 12:00:00,10.53,4.45,8.52,EPA-74,"Askeaton, Co. Limerick",2022-03-12,12:00:00
2580,2022-03-12 13:00:00,10.13,4.82,8.16,EPA-74,"Askeaton, Co. Limerick",2022-03-12,13:00:00
2581,2022-03-12 14:00:00,9.56,4.73,8.01,EPA-74,"Askeaton, Co. Limerick",2022-03-12,14:00:00
2582,2022-03-12 15:00:00,7.71,4.06,8.11,EPA-74,"Askeaton, Co. Limerick",2022-03-12,15:00:00
2583,2022-03-12 16:00:00,3.89,2.5,7.7,EPA-74,"Askeaton, Co. Limerick",2022-03-12,16:00:00
2584,2022-03-12 17:00:00,2.04,1.49,8.07,EPA-74,"Askeaton, Co. Limerick",2022-03-12,17:00:00
2585,2022-03-12 18:00:00,2.57,1.7,8.23,EPA-74,"Askeaton, Co. Limerick",2022-03-12,18:00:00
2586,2022-03-12 19:00:00,7.17,4.12,8.7,EPA-74,"Askeaton, Co. Limerick",2022-03-12,19:00:00
2587,2022-03-12 20:00:00,14.93,7.39,8.64,EPA-74,"Askeaton, Co. Limerick",2022-03-12,20:00:00
2588,2022-03-12 21:00:00,11.73,6.5,8.6,EPA-74,"Askeaton, Co. Limerick",2022-03-12,21:00:00
2589,2022-03-12 22:00:00,16.05,8.53,8.79,EPA-74,"Askeaton, Co. Limerick",2022-03-12,22:00:00
2590,2022-03-12 23:00:00,15.47,8.84,9.02,EPA-74,"Askeaton, Co. Limerick",2022-03-12,23:00:00
2591,2022-03-13 00:00:00,8.49,5.39,9.0,EPA-74,"Askeaton, Co. Limerick",2022-03-13,00:00:00
2592,2022-03-13 01:00:00,8.86,5.28,9.02,EPA-74,"Askeaton, Co. Limerick",2022-03-13,01:00:00
2593,2022-03-13 02:00:00,8.54,4.88,7.91,EPA-74,"Askeaton, Co. Limerick",2022-03-13,02:00:00
2594,2022-03-13 03:00:00,6.29,4.02,7.5,EPA-74,"Askeaton, Co. Limerick",2022-03-13,03:00:00
2595,2022-03-13 04:00:00,5.65,3.55,7.49,EPA-74,"Askeaton, Co. Limerick",2022-03-13,04:00:00
2596,2022-03-13 05:00:00,2.63,1.8,7.34,EPA-74,"Askeaton, Co. Limerick",2022-03-13,05:00:00
2597,2022-03-13 06:00:00,3.09,1.84,7.11,EPA-74,"Askeaton, Co. Limerick",2022-03-13,06:00:00
2598,2022-03-13 07:00:00,6.07,3.31,7.08,EPA-74,"Askeaton, Co. Limerick",2022-03-13,07:00:00
2599,2022-03-13 08:00:00,9.93,5.23,6.95,EPA-74,"Askeaton, Co. Limerick",2022-03-13,08:00:00
2600,2022-03-13 09:00:00,11.47,5.81,7.01,EPA-74,"Askeaton, Co. Limerick",2022-03-13,09:00:00
2601,2022-03-13 10:00:00,8.44,4.57,7.11,EPA-74,"Askeaton, Co. Limerick",2022-03-13,10:00:00
2602,2022-03-13 11:00:00,7.44,3.82,6.88,EPA-74,"Askeaton, Co. Limerick",2022-03-13,11:00:00
2603,2022-03-13 12:00:00,7.67,3.81,6.78,EPA-74,"Askeaton, Co. Limerick",2022-03-13,12:00:00
2604,2022-03-13 13:00:00,7.13,3.6,6.88,EPA-74,"Askeaton, Co. Limerick",2022-03-13,13:00:00
2605,2022-03-13 14:00:00,8.09,4.45,6.31,EPA-74,"Askeaton, Co. Limerick",2022-03-13,14:00:00
2606,2022-03-13 15:00:00,10.45,4.89,5.97,EPA-74,"Askeaton, Co. Limerick",2022-03-13,15:00:00
2607,2022-03-13 16:00:00,9.94,5.15,6.04,EPA-74,"Askeaton, Co. Limerick",2022-03-13,16:00:00
2608,2022-03-13 17:00:00,11.35,5.39,6.15,EPA-74,"Askeaton, Co. Limerick",2022-03-13,17:00:00
2609,2022-03-13 18:00:00,11.04,5.39,6.04,EPA-74,"Askeaton, Co. Limerick",2022-03-13,18:00:00
2610,2022-03-13 19:00:00,13.89,6.07,5.57,EPA-74,"Askeaton, Co. Limerick",2022-03-13,19:00:00
2611,2022-03-13 20:00:00,24.83,16.07,5.52,EPA-74,"Askeaton, Co. Limerick",2022-03-13,20:00:00
2612,2022-03-13 21:00:00,36.48,24.76,5.62,EPA-74,"Askeaton, Co. Limerick",2022-03-13,21:00:00
2613,2022-03-13 22:00:00,15.75,7.24,5.84,EPA-74,"Askeaton, Co. Limerick",2022-03-13,22:00:00
2614,2022-03-13 23:00:00,14.77,7.1,5.99,EPA-74,"Askeaton, Co. Limerick",2022-03-13,23:00:00
2615,2022-03-12 00:00:00,17.39,14.27,,EPA-85,"Henry Street, Limerick",2022-03-12,00:00:00
2616,2022-03-12 01:00:00,15.11,11.38,,EPA-85,"Henry Street, Limerick",2022-03-12,01:00:00
2617,2022-03-12 02:00:00,9.32,6.07,,EPA-85,"Henry Street, Limerick",2022-03-12,02:00:00
2618,2022-03-12 03:00:00,4.07,2.15,,EPA-85,"Henry Street, Limerick",2022-03-12,03:00:00
2619,2022-03-12 04:00:00,5.24,2.48,,EPA-85,"Henry Street, Limerick",2022-03-12,04:00:00
2620,2022-03-12 05:00:00,7.72,3.48,,EPA-85,"Henry Street, Limerick",2022-03-12,05:00:00
2621,2022-03-12 06:00:00,8.56,4.45,,EPA-85,"Henry Street, Limerick",2022-03-12,06:00:00
2622,2022-03-12 07:00:00,6.3,3.62,,EPA-85,"Henry Street, Limerick",2022-03-12,07:00:00
2623,2022-03-12 08:00:00,7.58,4.43,,EPA-85,"Henry Street, Limerick",2022-03-12,08:00:00
2624,2022-03-12 09:00:00,8.06,4.33,,EPA-85,"Henry Street, Limerick",2022-03-12,09:00:00
2625,2022-03-12 10:00:00,9.5,4.52,,EPA-85,"Henry Street, Limerick",2022-03-12,10:00:00
2626,2022-03-12 11:00:00,9.33,4.51,,EPA-85,"Henry Street, Limerick",2022-03-12,11:00:00
2627,2022-03-12 12:00:00,10.86,5.02,,EPA-85,"Henry Street, Limerick",2022-03-12,12:00:00
2628,2022-03-12 13:00:00,15.4,7.7,,EPA-85,"Henry Street, Limerick",2022-03-12,13:00:00
2629,2022-03-12 14:00:00,14.47,8.27,,EPA-85,"Henry Street, Limerick",2022-03-12,14:00:00
2630,2022-03-12 15:00:00,10.79,6.8,,EPA-85,"Henry Street, Limerick",2022-03-12,15:00:00
2631,2022-03-12 16:00:00,6.99,5.54,,EPA-85,"Henry Street, Limerick",2022-03-12,16:00:00
2632,2022-03-12 17:00:00,5.84,5.11,,EPA-85,"Henry Street, Limerick",2022-03-12,17:00:00
2633,2022-03-12 18:00:00,10.59,9.83,,EPA-85,"Henry Street, Limerick",2022-03-12,18:00:00
2634,2022-03-12 19:00:00,11.93,8.35,,EPA-85,"Henry Street, Limerick",2022-03-12,19:00:00
2635,2022-03-12 20:00:00,18.82,11.65,,EPA-85,"Henry Street, Limerick",2022-03-12,20:00:00
2636,2022-03-12 21:00:00,12.1,9.02,,EPA-85,"Henry Street, Limerick",2022-03-12,21:00:00
2637,2022-03-12 22:00:00,16.75,11.97,,EPA-85,"Henry Street, Limerick",2022-03-12,22:00:00
2638,2022-03-12 23:00:00,21.66,12.78,,EPA-85,"Henry Street, Limerick",2022-03-12,23:00:00
2639,2022-03-13 00:00:00,8.18,5.65,,EPA-85,"Henry Street, Limerick",2022-03-13,00:00:00
