,Date and Time,PM10,PM2.5,SO2,Site,location,date and time,date,time,daily mean,daily max,daily max mean
54331,30/10/2021 21:00,28.72,22.98,,EPA-24,"Enniscorthy, Co. Wexford",2021-10-30 21:00:00,2021-10-30,21:00:00,6.189166666666666,22.98,65.26333333333334
54353,31/10/2021 19:00,11.71,9.73,,EPA-24,"Enniscorthy, Co. Wexford",2021-10-31 19:00:00,2021-10-31,19:00:00,4.611666666666666,9.73,65.26333333333334
54376,01/11/2021 18:00,53.49,50.54,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-01 18:00:00,2021-11-01,18:00:00,9.0425,50.54,65.26333333333334
54400,02/11/2021 18:00,95.22,88.21,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-02 18:00:00,2021-11-02,18:00:00,13.60291666666667,88.21,65.26333333333334
54424,03/11/2021 18:00,22.51,18.84,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-03 18:00:00,2021-11-03,18:00:00,6.577083333333334,18.84,65.26333333333334
54448,04/11/2021 18:00,44.64,41.17,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-04 18:00:00,2021-11-04,18:00:00,10.829166666666667,41.17,65.26333333333334
54472,05/11/2021 18:00,34.85,32.32,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-05 18:00:00,2021-11-05,18:00:00,9.945833333333335,32.32,65.26333333333334
54497,06/11/2021 19:00,27.17,18.42,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-06 19:00:00,2021-11-06,19:00:00,7.817083333333332,18.42,65.26333333333334
54520,07/11/2021 18:00,121.14,112.81,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-07 18:00:00,2021-11-07,18:00:00,21.6075,112.81,65.26333333333334
54526,08/11/2021 00:00,28.42,22.94,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-08 00:00:00,2021-11-08,00:00:00,8.28125,22.94,65.26333333333334
54568,09/11/2021 18:00,33.25,30.11,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-09 18:00:00,2021-11-09,18:00:00,8.0325,30.11,65.26333333333334
54594,10/11/2021 20:00,102.33,92.34,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-10 20:00:00,2021-11-10,20:00:00,19.576666666666668,92.34,65.26333333333334
54598,11/11/2021 00:00,50.75,44.7,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-11 00:00:00,2021-11-11,00:00:00,11.895833333333334,44.7,65.26333333333334
54624,12/11/2021 02:00,28.43,16.98,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-12 02:00:00,2021-11-12,02:00:00,8.271666666666665,16.98,65.26333333333334
54665,13/11/2021 19:00,39.0,35.29,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-13 19:00:00,2021-11-13,19:00:00,9.337916666666667,35.29,65.26333333333334
54689,14/11/2021 19:00,24.04,22.61,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-14 19:00:00,2021-11-14,19:00:00,10.850000000000001,22.61,65.26333333333334
54714,15/11/2021 20:00,101.07,94.92,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-15 20:00:00,2021-11-15,20:00:00,18.349166666666665,94.92,65.26333333333334
54737,16/11/2021 19:00,40.02,36.19,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-16 19:00:00,2021-11-16,19:00:00,9.988333333333335,36.19,65.26333333333334
54761,17/11/2021 19:00,35.26,24.53,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-17 19:00:00,2021-11-17,19:00:00,13.140833333333333,24.53,65.26333333333334
54785,18/11/2021 19:00,19.42,17.15,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-18 19:00:00,2021-11-18,19:00:00,7.003333333333334,17.15,65.26333333333334
54809,19/11/2021 19:00,53.35,47.93,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-19 19:00:00,2021-11-19,19:00:00,10.356666666666667,47.93,65.26333333333334
54834,20/11/2021 20:00,22.23,15.42,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-20 20:00:00,2021-11-20,20:00:00,7.613333333333334,15.42,65.26333333333334
54857,21/11/2021 19:00,20.59,16.95,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-21 19:00:00,2021-11-21,19:00:00,8.179583333333332,16.95,65.26333333333334
54884,22/11/2021 22:00,82.78,77.2,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-22 22:00:00,2021-11-22,22:00:00,20.819583333333334,77.2,65.26333333333334
54904,23/11/2021 18:00,62.3,59.68,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-23 18:00:00,2021-11-23,18:00:00,23.06708333333334,59.68,65.26333333333334
54928,24/11/2021 18:00,23.57,20.44,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-24 18:00:00,2021-11-24,18:00:00,10.459999999999999,20.44,65.26333333333334
54952,25/11/2021 18:00,55.4,49.46,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-25 18:00:00,2021-11-25,18:00:00,13.652499999999998,49.46,65.26333333333334
54976,26/11/2021 18:00,19.69,16.11,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-26 18:00:00,2021-11-26,18:00:00,7.440833333333334,16.11,65.26333333333334
55000,27/11/2021 18:00,24.46,21.28,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-27 18:00:00,2021-11-27,18:00:00,8.539583333333333,21.28,65.26333333333334
55028,28/11/2021 22:00,26.34,24.64,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-28 22:00:00,2021-11-28,22:00:00,10.477500000000001,24.64,65.26333333333334
55048,29/11/2021 18:00,44.59,43.54,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-29 18:00:00,2021-11-29,18:00:00,12.515833333333328,43.54,65.26333333333334
55073,30/11/2021 19:00,10.13,8.87,,EPA-24,"Enniscorthy, Co. Wexford",2021-11-30 19:00:00,2021-11-30,19:00:00,3.3745833333333337,8.87,65.26333333333334
55096,01/12/2021 18:00,18.26,13.48,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-01 18:00:00,2021-12-01,18:00:00,7.2754166666666675,13.48,65.26333333333334
55121,02/12/2021 19:00,32.33,27.58,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-02 19:00:00,2021-12-02,19:00:00,10.328333333333333,27.58,65.26333333333334
55146,03/12/2021 20:00,73.28,68.77,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-03 20:00:00,2021-12-03,20:00:00,14.42375,68.77,65.26333333333334
55168,04/12/2021 18:00,17.09,15.61,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-04 18:00:00,2021-12-04,18:00:00,6.560833333333334,15.61,65.26333333333334
55192,05/12/2021 18:00,165.88,159.58,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-05 18:00:00,2021-12-05,18:00:00,26.847083333333334,159.58,65.26333333333334
55219,06/12/2021 21:00,29.67,26.48,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-06 21:00:00,2021-12-06,21:00:00,9.842916666666666,26.48,65.26333333333334
55222,07/12/2021 00:00,15.47,12.51,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-07 00:00:00,2021-12-07,00:00:00,6.495416666666666,12.51,65.26333333333334
55264,08/12/2021 18:00,18.97,13.47,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-08 18:00:00,2021-12-08,18:00:00,6.742083333333333,13.47,65.26333333333334
55290,09/12/2021 20:00,15.27,12.74,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-09 20:00:00,2021-12-09,20:00:00,7.987083333333334,12.74,65.26333333333334
55310,10/12/2021 16:00,63.37,57.19,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-10 16:00:00,2021-12-10,16:00:00,14.460416666666669,57.19,65.26333333333334
55335,11/12/2021 17:00,27.45,18.09,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-11 17:00:00,2021-12-11,17:00:00,8.483333333333334,18.09,65.26333333333334
55364,12/12/2021 22:00,23.47,14.52,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-12 22:00:00,2021-12-12,22:00:00,5.557916666666666,14.52,65.26333333333334
55389,13/12/2021 23:00,64.52,62.85,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-13 23:00:00,2021-12-13,23:00:00,15.3375,62.85,65.26333333333334
55390,14/12/2021 00:00,34.66,33.22,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-14 00:00:00,2021-12-14,00:00:00,10.495833333333334,33.22,65.26333333333334
55434,15/12/2021 20:00,29.3,26.17,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-15 20:00:00,2021-12-15,20:00:00,7.308749999999999,26.17,65.26333333333334
55456,16/12/2021 18:00,29.53,26.7,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-16 18:00:00,2021-12-16,18:00:00,10.040416666666665,26.7,65.26333333333334
55484,17/12/2021 22:00,28.09,25.32,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-17 22:00:00,2021-12-17,22:00:00,17.36208333333333,25.32,65.26333333333334
55505,18/12/2021 19:00,25.2,21.62,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-18 19:00:00,2021-12-18,19:00:00,13.758333333333331,21.62,65.26333333333334
55527,19/12/2021 17:00,35.66,33.53,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-19 17:00:00,2021-12-19,17:00:00,17.64791666666667,33.53,65.26333333333334
55542,20/12/2021 08:00,24.91,21.61,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-20 08:00:00,2021-12-20,08:00:00,12.983333333333334,21.61,65.26333333333334
55576,21/12/2021 18:00,28.53,20.43,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-21 18:00:00,2021-12-21,18:00:00,13.48625,20.43,65.26333333333334
55601,22/12/2021 19:00,36.18,24.91,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-22 19:00:00,2021-12-22,19:00:00,15.53666666666667,24.91,65.26333333333334
55626,23/12/2021 20:00,33.83,20.96,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-23 20:00:00,2021-12-23,20:00:00,11.035833333333331,20.96,65.26333333333334
55649,24/12/2021 19:00,41.14,35.64,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-24 19:00:00,2021-12-24,19:00:00,15.561250000000001,35.64,65.26333333333334
55673,25/12/2021 19:00,26.46,23.65,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-25 19:00:00,2021-12-25,19:00:00,9.866666666666667,23.65,65.26333333333334
55699,26/12/2021 21:00,42.12,40.68,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-26 21:00:00,2021-12-26,21:00:00,13.045,40.68,65.26333333333334
55702,27/12/2021 00:00,19.09,18.7,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-27 00:00:00,2021-12-27,00:00:00,5.853333333333334,18.7,65.26333333333334
55747,28/12/2021 21:00,70.01,65.69,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-28 21:00:00,2021-12-28,21:00:00,17.160416666666666,65.69,65.26333333333334
55769,29/12/2021 19:00,26.99,19.74,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-29 19:00:00,2021-12-29,19:00:00,8.82625,19.74,65.26333333333334
55797,30/12/2021 23:00,17.61,11.72,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-30 23:00:00,2021-12-30,23:00:00,4.474166666666667,11.72,65.26333333333334
55817,31/12/2021 19:00,29.92,22.03,,EPA-24,"Enniscorthy, Co. Wexford",2021-12-31 19:00:00,2021-12-31,19:00:00,15.24833333333333,22.03,65.26333333333334
55830,01/01/2022 08:00,39.77,24.27,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-01 08:00:00,2022-01-01,08:00:00,19.773333333333337,24.27,65.26333333333334
55865,02/01/2022 19:00,24.54,16.29,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-02 19:00:00,2022-01-02,19:00:00,10.16,16.29,65.26333333333334
55892,03/01/2022 22:00,35.58,26.91,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-03 22:00:00,2022-01-03,22:00:00,11.232500000000002,26.91,65.26333333333334
55912,04/01/2022 18:00,30.82,26.54,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-04 18:00:00,2022-01-04,18:00:00,9.702916666666669,26.54,65.26333333333334
55936,05/01/2022 18:00,125.4,119.75,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-05 18:00:00,2022-01-05,18:00:00,30.38083333333333,119.75,65.26333333333334
55943,06/01/2022 01:00,97.07,93.86,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-06 01:00:00,2022-01-06,01:00:00,20.53833333333333,93.86,65.26333333333334
55985,07/01/2022 19:00,33.03,29.17,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-07 19:00:00,2022-01-07,19:00:00,9.8475,29.17,65.26333333333334
56011,08/01/2022 21:00,25.36,22.92,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-08 21:00:00,2022-01-08,21:00:00,9.22,22.92,65.26333333333334
56034,09/01/2022 20:00,46.22,43.93,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-09 20:00:00,2022-01-09,20:00:00,12.8175,43.93,65.26333333333334
56059,10/01/2022 21:00,60.9,58.39,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-10 21:00:00,2022-01-10,21:00:00,13.793333333333335,58.39,65.26333333333334
56080,11/01/2022 18:00,118.52,111.25,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-11 18:00:00,2022-01-11,18:00:00,30.650833333333328,111.25,65.26333333333334
56105,12/01/2022 19:00,122.84,118.07,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-12 19:00:00,2022-01-12,19:00:00,34.5425,118.07,65.26333333333334
56131,13/01/2022 21:00,162.67,158.03,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-13 21:00:00,2022-01-13,21:00:00,49.87875,158.03,65.26333333333334
56153,14/01/2022 19:00,81.4,76.14,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-14 19:00:00,2022-01-14,19:00:00,26.302916666666665,76.14,65.26333333333334
56178,15/01/2022 20:00,202.17,197.6,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-15 20:00:00,2022-01-15,20:00:00,48.260416666666664,197.6,65.26333333333334
56201,16/01/2022 19:00,159.85,153.65,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-16 19:00:00,2022-01-16,19:00:00,56.85083333333332,153.65,65.26333333333334
56226,17/01/2022 20:00,166.67,160.78,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-17 20:00:00,2022-01-17,20:00:00,65.26333333333334,160.78,65.26333333333334
56230,18/01/2022 00:00,94.47,91.45,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-18 00:00:00,2022-01-18,00:00:00,24.490416666666665,91.45,65.26333333333334
56275,19/01/2022 21:00,51.59,46.52,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-19 21:00:00,2022-01-19,21:00:00,14.65916666666667,46.52,65.26333333333334
56300,20/01/2022 22:00,71.45,65.52,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-20 22:00:00,2022-01-20,22:00:00,19.806249999999995,65.52,65.26333333333334
56322,21/01/2022 20:00,98.24,93.33,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-21 20:00:00,2022-01-21,20:00:00,24.045416666666668,93.33,65.26333333333334
56346,22/01/2022 20:00,67.36,64.18,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-22 20:00:00,2022-01-22,20:00:00,20.585833333333337,64.18,65.26333333333334
56368,23/01/2022 18:00,65.99,59.13,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-23 18:00:00,2022-01-23,18:00:00,16.461666666666666,59.13,65.26333333333334
56392,24/01/2022 18:00,76.21,72.19,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-24 18:00:00,2022-01-24,18:00:00,24.309166666666666,72.19,65.26333333333334
56417,25/01/2022 19:00,141.72,131.3,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-25 19:00:00,2022-01-25,19:00:00,34.715,131.3,65.26333333333334
56433,26/01/2022 11:00,254.6,61.33,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-26 11:00:00,2022-01-26,11:00:00,22.474166666666665,61.33,65.26333333333334
56464,27/01/2022 18:00,68.35,62.98,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-27 18:00:00,2022-01-27,18:00:00,16.154583333333335,62.98,65.26333333333334
56470,28/01/2022 00:00,23.76,21.56,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-28 00:00:00,2022-01-28,00:00:00,10.156086956521742,21.56,65.26333333333334
56516,29/01/2022 20:00,54.8,44.87,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-29 20:00:00,2022-01-29,20:00:00,14.235217391304346,44.87,65.26333333333334
56520,30/01/2022 00:00,30.16,24.1,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-30 00:00:00,2022-01-30,00:00:00,11.260000000000003,24.1,65.26333333333334
56562,31/01/2022 18:00,34.31,26.15,,EPA-24,"Enniscorthy, Co. Wexford",2022-01-31 18:00:00,2022-01-31,18:00:00,10.769999999999998,26.15,65.26333333333334
56587,01/02/2022 19:00,11.04,10.45,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-01 19:00:00,2022-02-01,19:00:00,3.921666666666667,10.45,65.26333333333334
56613,02/02/2022 21:00,21.65,17.47,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-02 21:00:00,2022-02-02,21:00:00,7.952916666666666,17.47,65.26333333333334
56635,03/02/2022 19:00,21.85,14.69,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-03 19:00:00,2022-02-03,19:00:00,5.868333333333333,14.69,65.26333333333334
56660,04/02/2022 20:00,28.09,24.0,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-04 20:00:00,2022-02-04,20:00:00,7.256666666666668,24.0,65.26333333333334
56681,05/02/2022 17:00,17.04,14.32,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-05 17:00:00,2022-02-05,17:00:00,7.149583333333332,14.32,65.26333333333334
56706,06/02/2022 18:00,22.31,17.3,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-06 18:00:00,2022-02-06,18:00:00,6.444166666666668,17.3,65.26333333333334
56729,07/02/2022 17:00,20.24,16.74,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-07 17:00:00,2022-02-07,17:00:00,8.126666666666667,16.74,65.26333333333334
56755,08/02/2022 19:00,16.53,12.44,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-08 19:00:00,2022-02-08,19:00:00,8.434166666666664,12.44,65.26333333333334
56779,09/02/2022 19:00,41.18,35.63,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-09 19:00:00,2022-02-09,19:00:00,10.045416666666666,35.63,65.26333333333334
56806,10/02/2022 21:00,47.44,44.76,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-10 21:00:00,2022-02-10,21:00:00,12.088695652173914,44.76,65.26333333333334
56821,11/02/2022 12:00,14.97,9.1,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-11 12:00:00,2022-02-11,12:00:00,6.552916666666666,9.1,65.26333333333334
56852,12/02/2022 19:00,21.65,14.95,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-12 19:00:00,2022-02-12,19:00:00,7.605833333333333,14.95,65.26333333333334
56875,13/02/2022 18:00,14.37,13.86,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-13 18:00:00,2022-02-13,18:00:00,4.993333333333333,13.86,65.26333333333334
56900,14/02/2022 19:00,42.46,38.73,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-14 19:00:00,2022-02-14,19:00:00,8.657083333333333,38.73,65.26333333333334
56923,15/02/2022 18:00,28.98,20.72,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-15 18:00:00,2022-02-15,18:00:00,9.816249999999998,20.72,65.26333333333334
56948,16/02/2022 19:00,28.38,20.82,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-16 19:00:00,2022-02-16,19:00:00,9.685,20.82,65.26333333333334
56972,17/02/2022 19:00,52.91,44.58,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-17 19:00:00,2022-02-17,19:00:00,10.863333333333335,44.58,65.26333333333334
56998,18/02/2022 20:00,18.08,16.27,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-18 20:00:00,2022-02-18,20:00:00,7.074782608695652,16.27,65.26333333333334
57021,19/02/2022 19:00,22.21,16.87,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-19 19:00:00,2022-02-19,19:00:00,6.689583333333332,16.87,65.26333333333334
57030,20/02/2022 04:00,21.09,13.86,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-20 04:00:00,2022-02-20,04:00:00,8.671666666666665,13.86,65.26333333333334
57070,21/02/2022 20:00,55.4,42.93,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-21 20:00:00,2022-02-21,20:00:00,16.18583333333333,42.93,65.26333333333334
57095,22/02/2022 21:00,32.72,25.92,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-22 21:00:00,2022-02-22,21:00:00,11.712916666666665,25.92,65.26333333333334
57117,23/02/2022 19:00,17.37,13.07,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-23 19:00:00,2022-02-23,19:00:00,7.96125,13.07,65.26333333333334
57141,24/02/2022 19:00,22.63,18.29,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-24 19:00:00,2022-02-24,19:00:00,7.019166666666666,18.29,65.26333333333334
57165,25/02/2022 19:00,30.8,23.67,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-25 19:00:00,2022-02-25,19:00:00,9.992500000000001,23.67,65.26333333333334
57185,26/02/2022 15:00,32.17,21.72,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-26 15:00:00,2022-02-26,15:00:00,9.47125,21.72,65.26333333333334
57208,27/02/2022 14:00,24.32,14.26,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-27 14:00:00,2022-02-27,14:00:00,10.386249999999999,14.26,65.26333333333334
57238,28/02/2022 20:00,89.5,84.69,,EPA-24,"Enniscorthy, Co. Wexford",2022-02-28 20:00:00,2022-02-28,20:00:00,21.485833333333336,84.69,65.26333333333334
57242,01/03/2022 00:00,31.52,27.72,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-01 00:00:00,2022-03-01,00:00:00,11.82875,27.72,65.26333333333334
57285,02/03/2022 19:00,18.99,14.97,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-02 19:00:00,2022-03-02,19:00:00,7.045833333333335,14.97,65.26333333333334
57308,03/03/2022 18:00,41.06,32.59,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-03 18:00:00,2022-03-03,18:00:00,10.54875,32.59,65.26333333333334
57333,04/03/2022 19:00,71.07,66.54,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-04 19:00:00,2022-03-04,19:00:00,13.097500000000002,66.54,65.26333333333334
57358,05/03/2022 20:00,26.35,21.98,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-05 20:00:00,2022-03-05,20:00:00,9.532083333333333,21.98,65.26333333333334
57383,06/03/2022 21:00,40.85,35.24,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-06 21:00:00,2022-03-06,21:00:00,10.600416666666666,35.24,65.26333333333334
57386,07/03/2022 00:00,21.08,17.61,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-07 00:00:00,2022-03-07,00:00:00,8.405416666666667,17.61,65.26333333333334
57415,08/03/2022 05:00,33.03,27.47,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-08 05:00:00,2022-03-08,05:00:00,18.925416666666667,27.47,65.26333333333334
57444,09/03/2022 10:00,18.28,12.26,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-09 10:00:00,2022-03-09,10:00:00,8.76875,12.26,65.26333333333334
57477,10/03/2022 19:00,16.67,11.29,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-10 19:00:00,2022-03-10,19:00:00,5.813333333333332,11.29,65.26333333333334
57502,11/03/2022 20:00,43.82,35.96,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-11 20:00:00,2022-03-11,20:00:00,11.602916666666667,35.96,65.26333333333334
57506,12/03/2022 00:00,21.27,18.29,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-12 00:00:00,2022-03-12,00:00:00,8.519583333333335,18.29,65.26333333333334
57549,13/03/2022 19:00,34.37,29.11,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-13 19:00:00,2022-03-13,19:00:00,12.192083333333331,29.11,65.26333333333334
57577,14/03/2022 23:00,35.92,30.2,,EPA-24,"Enniscorthy, Co. Wexford",2022-03-14 23:00:00,2022-03-14,23:00:00,10.792916666666665,30.2,65.26333333333334
57593,14/03/2021 15:00,36.46,26.82,7.36,EPA-25,"Ennis, Co. Clare",2021-03-14 15:00:00,2021-03-14,15:00:00,16.75458333333333,26.82,99.57333333333332
57622,15/03/2021 20:00,35.88,34.59,10.29,EPA-25,"Ennis, Co. Clare",2021-03-15 20:00:00,2021-03-15,20:00:00,10.018749999999999,34.59,99.57333333333332
57647,16/03/2021 21:00,113.17,105.39,24.97,EPA-25,"Ennis, Co. Clare",2021-03-16 21:00:00,2021-03-16,21:00:00,22.120833333333334,105.39,99.57333333333332
57670,17/03/2021 20:00,95.46,91.88,11.34,EPA-25,"Ennis, Co. Clare",2021-03-17 20:00:00,2021-03-17,20:00:00,28.453333333333333,91.88,99.57333333333332
57693,18/03/2021 19:00,50.62,47.46,10.72,EPA-25,"Ennis, Co. Clare",2021-03-18 19:00:00,2021-03-18,19:00:00,10.967083333333335,47.46,99.57333333333332
57721,19/03/2021 23:00,168.77,162.04,41.2,EPA-25,"Ennis, Co. Clare",2021-03-19 23:00:00,2021-03-19,23:00:00,18.342083333333335,162.04,99.57333333333332
57722,20/03/2021 00:00,104.58,100.67,43.78,EPA-25,"Ennis, Co. Clare",2021-03-20 00:00:00,2021-03-20,00:00:00,24.00541666666666,100.67,99.57333333333332
57768,21/03/2021 22:00,60.74,58.97,22.58,EPA-25,"Ennis, Co. Clare",2021-03-21 22:00:00,2021-03-21,22:00:00,19.77375,58.97,99.57333333333332
57789,22/03/2021 19:00,38.28,34.25,14.11,EPA-25,"Ennis, Co. Clare",2021-03-22 19:00:00,2021-03-22,19:00:00,10.892916666666666,34.25,99.57333333333332
57814,23/03/2021 20:00,49.83,40.68,11.33,EPA-25,"Ennis, Co. Clare",2021-03-23 20:00:00,2021-03-23,20:00:00,12.524583333333334,40.68,99.57333333333332
57838,24/03/2021 20:00,126.69,120.7,25.1,EPA-25,"Ennis, Co. Clare",2021-03-24 20:00:00,2021-03-24,20:00:00,21.404999999999998,120.7,99.57333333333332
57862,25/03/2021 20:00,39.81,35.71,9.11,EPA-25,"Ennis, Co. Clare",2021-03-25 20:00:00,2021-03-25,20:00:00,11.574166666666668,35.71,99.57333333333332
57885,26/03/2021 19:00,62.16,55.58,7.87,EPA-25,"Ennis, Co. Clare",2021-03-26 19:00:00,2021-03-26,19:00:00,13.173333333333334,55.58,99.57333333333332
57890,27/03/2021 00:00,38.06,26.54,12.89,EPA-25,"Ennis, Co. Clare",2021-03-27 00:00:00,2021-03-27,00:00:00,11.07625,26.54,99.57333333333332
57919,28/03/2021 05:00,17.78,12.41,4.13,EPA-25,"Ennis, Co. Clare",2021-03-28 05:00:00,2021-03-28,05:00:00,11.517499999999998,12.41,99.57333333333332
57941,29/03/2021 21:00,24.42,21.45,7.02,EPA-25,"Ennis, Co. Clare",2021-03-29 21:00:00,2021-03-29,21:00:00,7.946818181818181,21.45,99.57333333333332
