,Date and Time,PM10,PM2.5,SO2,Site,location,date and time,date,time,daily mean,daily max,daily max mean
13231,25/01/2022 19:00,189.97,180.48,2.3,EPA-102,"Edenderry Library, Co. Offaly",2022-01-25 19:00:00,2022-01-25,19:00:00,64.74541666666666,180.48,95.00999999999999
13236,26/01/2022 00:00,71.02,65.01,0.51,EPA-102,"Edenderry Library, Co. Offaly",2022-01-26 00:00:00,2022-01-26,00:00:00,24.629583333333333,65.01,95.00999999999999
13280,27/01/2022 20:00,47.23,41.79,0.43,EPA-102,"Edenderry Library, Co. Offaly",2022-01-27 20:00:00,2022-01-27,20:00:00,10.50625,41.79,95.00999999999999
13284,28/01/2022 00:00,98.42,94.28,0.4,EPA-102,"Edenderry Library, Co. Offaly",2022-01-28 00:00:00,2022-01-28,00:00:00,17.520000000000003,94.28,95.00999999999999
13333,29/01/2022 23:00,35.32,27.87,-0.08,EPA-102,"Edenderry Library, Co. Offaly",2022-01-29 23:00:00,2022-01-29,23:00:00,11.209565217391305,27.87,95.00999999999999
13344,30/01/2022 10:00,43.6,39.33,-0.19,EPA-102,"Edenderry Library, Co. Offaly",2022-01-30 10:00:00,2022-01-30,10:00:00,18.83458333333333,39.33,95.00999999999999
13376,31/01/2022 18:00,25.62,18.89,0.32,EPA-102,"Edenderry Library, Co. Offaly",2022-01-31 18:00:00,2022-01-31,18:00:00,10.474166666666667,18.89,95.00999999999999
13382,01/02/2022 00:00,20.63,11.95,-0.15,EPA-102,"Edenderry Library, Co. Offaly",2022-02-01 00:00:00,2022-02-01,00:00:00,4.429583333333333,11.95,95.00999999999999
13428,02/02/2022 22:00,30.98,29.51,0.4,EPA-102,"Edenderry Library, Co. Offaly",2022-02-02 22:00:00,2022-02-02,22:00:00,9.526666666666666,29.51,95.00999999999999
13448,03/02/2022 18:00,41.63,17.97,1.01,EPA-102,"Edenderry Library, Co. Offaly",2022-02-03 18:00:00,2022-02-03,18:00:00,8.419583333333332,17.97,95.00999999999999
13473,04/02/2022 19:00,28.6,25.5,0.96,EPA-102,"Edenderry Library, Co. Offaly",2022-02-04 19:00:00,2022-02-04,19:00:00,7.803749999999998,25.5,95.00999999999999
13485,05/02/2022 07:00,15.81,12.92,0.35,EPA-102,"Edenderry Library, Co. Offaly",2022-02-05 07:00:00,2022-02-05,07:00:00,7.265000000000001,12.92,95.00999999999999
13523,06/02/2022 21:00,26.99,21.35,0.51,EPA-102,"Edenderry Library, Co. Offaly",2022-02-06 21:00:00,2022-02-06,21:00:00,7.482499999999999,21.35,95.00999999999999
13526,07/02/2022 00:00,19.53,14.5,-0.02,EPA-102,"Edenderry Library, Co. Offaly",2022-02-07 00:00:00,2022-02-07,00:00:00,8.425833333333335,14.5,95.00999999999999
13565,08/02/2022 15:00,11.47,10.48,0.16,EPA-102,"Edenderry Library, Co. Offaly",2022-02-08 15:00:00,2022-02-08,15:00:00,4.241666666666666,10.48,95.00999999999999
13591,09/02/2022 17:00,30.95,26.09,0.59,EPA-102,"Edenderry Library, Co. Offaly",2022-02-09 17:00:00,2022-02-09,17:00:00,8.069583333333332,26.09,95.00999999999999
13618,10/02/2022 19:00,29.67,27.3,0.76,EPA-102,"Edenderry Library, Co. Offaly",2022-02-10 19:00:00,2022-02-10,19:00:00,9.33,27.3,95.00999999999999
13626,11/02/2022 03:00,41.2,38.28,-0.47,EPA-102,"Edenderry Library, Co. Offaly",2022-02-11 03:00:00,2022-02-11,03:00:00,20.954583333333332,38.28,95.00999999999999
13668,12/02/2022 21:00,49.07,43.63,2.44,EPA-102,"Edenderry Library, Co. Offaly",2022-02-12 21:00:00,2022-02-12,21:00:00,9.949583333333335,43.63,95.00999999999999
13671,13/02/2022 00:00,29.95,26.84,1.28,EPA-102,"Edenderry Library, Co. Offaly",2022-02-13 00:00:00,2022-02-13,00:00:00,6.236249999999999,26.84,95.00999999999999
13717,14/02/2022 22:00,42.92,38.33,1.94,EPA-102,"Edenderry Library, Co. Offaly",2022-02-14 22:00:00,2022-02-14,22:00:00,9.164999999999997,38.33,95.00999999999999
13737,15/02/2022 18:00,76.45,69.44,4.04,EPA-102,"Edenderry Library, Co. Offaly",2022-02-15 18:00:00,2022-02-15,18:00:00,17.392083333333336,69.44,95.00999999999999
13750,16/02/2022 07:00,31.96,20.32,0.86,EPA-102,"Edenderry Library, Co. Offaly",2022-02-16 07:00:00,2022-02-16,07:00:00,11.086249999999998,20.32,95.00999999999999
13787,17/02/2022 20:00,86.61,79.79,2.98,EPA-102,"Edenderry Library, Co. Offaly",2022-02-17 20:00:00,2022-02-17,20:00:00,17.13791666666667,79.79,95.00999999999999
13799,18/02/2022 08:00,25.64,22.7,1.49,EPA-102,"Edenderry Library, Co. Offaly",2022-02-18 08:00:00,2022-02-18,08:00:00,6.779999999999999,22.7,95.00999999999999
13911,22/02/2022 23:00,27.36,18.06,0.78,EPA-102,"Edenderry Library, Co. Offaly",2022-02-22 23:00:00,2022-02-22,23:00:00,11.60888888888889,18.06,95.00999999999999
13913,23/02/2022 01:00,22.98,14.33,0.94,EPA-102,"Edenderry Library, Co. Offaly",2022-02-23 01:00:00,2022-02-23,01:00:00,8.177916666666667,14.33,95.00999999999999
13955,24/02/2022 19:00,19.08,13.61,1.64,EPA-102,"Edenderry Library, Co. Offaly",2022-02-24 19:00:00,2022-02-24,19:00:00,6.345833333333335,13.61,95.00999999999999
13979,25/02/2022 19:00,57.07,52.85,4.45,EPA-102,"Edenderry Library, Co. Offaly",2022-02-25 19:00:00,2022-02-25,19:00:00,17.754166666666666,52.85,95.00999999999999
14002,26/02/2022 18:00,29.72,23.07,2.97,EPA-102,"Edenderry Library, Co. Offaly",2022-02-26 18:00:00,2022-02-26,18:00:00,12.9225,23.07,95.00999999999999
14021,27/02/2022 13:00,39.65,32.88,2.71,EPA-102,"Edenderry Library, Co. Offaly",2022-02-27 13:00:00,2022-02-27,13:00:00,14.812083333333332,32.88,95.00999999999999
14052,28/02/2022 20:00,39.21,27.0,2.2,EPA-102,"Edenderry Library, Co. Offaly",2022-02-28 20:00:00,2022-02-28,20:00:00,12.252499999999998,27.0,95.00999999999999
14065,01/03/2022 09:00,64.71,57.83,3.9,EPA-102,"Edenderry Library, Co. Offaly",2022-03-01 09:00:00,2022-03-01,09:00:00,24.989583333333332,57.83,95.00999999999999
14098,02/03/2022 18:00,48.6,47.39,3.79,EPA-102,"Edenderry Library, Co. Offaly",2022-03-02 18:00:00,2022-03-02,18:00:00,16.462083333333332,47.39,95.00999999999999
14112,03/03/2022 08:00,45.83,39.31,1.6,EPA-102,"Edenderry Library, Co. Offaly",2022-03-03 08:00:00,2022-03-03,08:00:00,11.651666666666666,39.31,95.00999999999999
14148,04/03/2022 20:00,100.22,80.13,3.25,EPA-102,"Edenderry Library, Co. Offaly",2022-03-04 20:00:00,2022-03-04,20:00:00,15.96375,80.13,95.00999999999999
14174,05/03/2022 22:00,117.06,103.23,5.64,EPA-102,"Edenderry Library, Co. Offaly",2022-03-05 22:00:00,2022-03-05,22:00:00,26.02916666666667,103.23,95.00999999999999
14198,06/03/2022 22:00,99.38,94.49,3.54,EPA-102,"Edenderry Library, Co. Offaly",2022-03-06 22:00:00,2022-03-06,22:00:00,34.11333333333334,94.49,95.00999999999999
14222,07/03/2022 22:00,65.79,61.06,2.91,EPA-102,"Edenderry Library, Co. Offaly",2022-03-07 22:00:00,2022-03-07,22:00:00,23.3325,61.06,95.00999999999999
14244,08/03/2022 20:00,50.04,43.11,1.86,EPA-102,"Edenderry Library, Co. Offaly",2022-03-08 20:00:00,2022-03-08,20:00:00,25.85375,43.11,95.00999999999999
14268,09/03/2022 20:00,42.88,42.08,1.61,EPA-102,"Edenderry Library, Co. Offaly",2022-03-09 20:00:00,2022-03-09,20:00:00,13.004583333333331,42.08,95.00999999999999
14280,10/03/2022 08:00,31.04,29.96,0.72,EPA-102,"Edenderry Library, Co. Offaly",2022-03-10 08:00:00,2022-03-10,08:00:00,17.235416666666662,29.96,95.00999999999999
14318,11/03/2022 22:00,88.89,86.72,2.24,EPA-102,"Edenderry Library, Co. Offaly",2022-03-11 22:00:00,2022-03-11,22:00:00,24.527500000000003,86.72,95.00999999999999
14341,12/03/2022 21:00,52.67,46.14,3.02,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12 21:00:00,2022-03-12,21:00:00,18.397916666666664,46.14,95.00999999999999
14367,13/03/2022 23:00,52.59,46.96,1.65,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13 23:00:00,2022-03-13,23:00:00,12.430833333333338,46.96,95.00999999999999
14389,14/03/2022 21:00,130.64,121.43,3.95,EPA-102,"Edenderry Library, Co. Offaly",2022-03-14 21:00:00,2022-03-14,21:00:00,23.514166666666668,121.43,95.00999999999999
16528,22/02/2022 21:00,17.47,11.9,,EPA-106,"Leixlip Library, Co. Kildare",2022-02-22 21:00:00,2022-02-22,21:00:00,8.51125,11.9,20.506249999999998
16531,23/02/2022 00:00,15.71,8.97,,EPA-106,"Leixlip Library, Co. Kildare",2022-02-23 00:00:00,2022-02-23,00:00:00,5.21125,8.97,20.506249999999998
16574,24/02/2022 19:00,14.76,10.35,,EPA-106,"Leixlip Library, Co. Kildare",2022-02-24 19:00:00,2022-02-24,19:00:00,4.219166666666666,10.35,20.506249999999998
16591,25/02/2022 12:00,17.14,8.1,,EPA-106,"Leixlip Library, Co. Kildare",2022-02-25 12:00:00,2022-02-25,12:00:00,5.981249999999999,8.1,20.506249999999998
16592,25/02/2022 13:00,18.27,8.1,,EPA-106,"Leixlip Library, Co. Kildare",2022-02-25 13:00:00,2022-02-25,13:00:00,5.981249999999999,8.1,20.506249999999998
16623,26/02/2022 20:00,20.63,12.71,,EPA-106,"Leixlip Library, Co. Kildare",2022-02-26 20:00:00,2022-02-26,20:00:00,5.817083333333333,12.71,20.506249999999998
16641,27/02/2022 14:00,20.07,11.45,,EPA-106,"Leixlip Library, Co. Kildare",2022-02-27 14:00:00,2022-02-27,14:00:00,8.004583333333331,11.45,20.506249999999998
16671,28/02/2022 20:00,57.51,53.18,,EPA-106,"Leixlip Library, Co. Kildare",2022-02-28 20:00:00,2022-02-28,20:00:00,11.047083333333333,53.18,20.506249999999998
16695,01/03/2022 20:00,79.73,71.43,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-01 20:00:00,2022-03-01,20:00:00,15.834583333333333,71.43,20.506249999999998
16699,02/03/2022 00:00,17.92,11.36,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-02 00:00:00,2022-03-02,00:00:00,5.611666666666667,11.36,20.506249999999998
16742,03/03/2022 19:00,41.03,33.45,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-03 19:00:00,2022-03-03,19:00:00,8.584999999999999,33.45,20.506249999999998
16768,04/03/2022 21:00,49.43,45.45,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-04 21:00:00,2022-03-04,21:00:00,9.8025,45.45,20.506249999999998
16792,05/03/2022 21:00,61.31,54.41,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-05 21:00:00,2022-03-05,21:00:00,12.382083333333334,54.41,20.506249999999998
16796,06/03/2022 01:00,50.84,44.83,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-06 01:00:00,2022-03-06,01:00:00,20.506249999999998,44.83,20.506249999999998
16819,07/03/2022 00:00,68.7,62.96,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-07 00:00:00,2022-03-07,00:00:00,13.980833333333335,62.96,20.506249999999998
16852,08/03/2022 09:00,37.75,28.77,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-08 09:00:00,2022-03-08,09:00:00,16.10916666666667,28.77,20.506249999999998
16886,09/03/2022 19:00,22.08,21.37,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-09 19:00:00,2022-03-09,19:00:00,6.9416666666666655,21.37,20.506249999999998
16910,10/03/2022 19:00,15.83,8.56,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-10 19:00:00,2022-03-10,19:00:00,5.325833333333333,8.56,20.506249999999998
16935,11/03/2022 20:00,35.8,34.44,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-11 20:00:00,2022-03-11,20:00:00,6.879583333333334,34.44,20.506249999999998
16955,12/03/2022 16:00,14.13,8.04,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-12 16:00:00,2022-03-12,16:00:00,4.660833333333333,8.04,20.506249999999998
16983,13/03/2022 20:00,15.44,10.41,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-13 20:00:00,2022-03-13,20:00:00,5.522916666666667,10.41,20.506249999999998
17008,14/03/2022 21:00,60.21,50.96,,EPA-106,"Leixlip Library, Co. Kildare",2022-03-14 21:00:00,2022-03-14,21:00:00,10.330416666666666,50.96,20.506249999999998
20334,14/03/2021 21:00,28.56,22.56,5.14,EPA-16,"Portlaoise, Co. Laois",2021-03-14 21:00:00,2021-03-14,21:00:00,11.03875,22.56,33.009166666666665
20337,15/03/2021 00:00,15.52,10.76,1.69,EPA-16,"Portlaoise, Co. Laois",2021-03-15 00:00:00,2021-03-15,00:00:00,4.870416666666666,10.76,33.009166666666665
20382,16/03/2021 21:00,55.26,46.91,7.46,EPA-16,"Portlaoise, Co. Laois",2021-03-16 21:00:00,2021-03-16,21:00:00,10.030833333333332,46.91,33.009166666666665
20405,17/03/2021 20:00,35.49,30.77,4.48,EPA-16,"Portlaoise, Co. Laois",2021-03-17 20:00:00,2021-03-17,20:00:00,13.308749999999998,30.77,33.009166666666665
20429,18/03/2021 20:00,14.69,13.74,3.15,EPA-16,"Portlaoise, Co. Laois",2021-03-18 20:00:00,2021-03-18,20:00:00,6.9458333333333355,13.74,33.009166666666665
20454,19/03/2021 21:00,112.02,105.18,14.76,EPA-16,"Portlaoise, Co. Laois",2021-03-19 21:00:00,2021-03-19,21:00:00,16.590416666666666,105.18,33.009166666666665
20458,20/03/2021 01:00,32.89,30.49,0.85,EPA-16,"Portlaoise, Co. Laois",2021-03-20 01:00:00,2021-03-20,01:00:00,14.536666666666669,30.49,33.009166666666665
20501,21/03/2021 20:00,19.81,18.33,4.96,EPA-16,"Portlaoise, Co. Laois",2021-03-21 20:00:00,2021-03-21,20:00:00,7.614166666666667,18.33,33.009166666666665
20524,22/03/2021 19:00,16.45,11.56,1.84,EPA-16,"Portlaoise, Co. Laois",2021-03-22 19:00:00,2021-03-22,19:00:00,5.775000000000001,11.56,33.009166666666665
20550,23/03/2021 21:00,23.43,19.86,0.47,EPA-16,"Portlaoise, Co. Laois",2021-03-23 21:00:00,2021-03-23,21:00:00,5.650416666666666,19.86,33.009166666666665
20574,24/03/2021 21:00,19.43,18.46,1.9,EPA-16,"Portlaoise, Co. Laois",2021-03-24 21:00:00,2021-03-24,21:00:00,7.228333333333334,18.46,33.009166666666665
20577,25/03/2021 00:00,10.79,9.45,0.79,EPA-16,"Portlaoise, Co. Laois",2021-03-25 00:00:00,2021-03-25,00:00:00,5.98125,9.45,33.009166666666665
20619,26/03/2021 18:00,17.88,10.09,1.36,EPA-16,"Portlaoise, Co. Laois",2021-03-26 18:00:00,2021-03-26,18:00:00,4.144583333333334,10.09,33.009166666666665
20643,27/03/2021 18:00,13.62,9.74,0.43,EPA-16,"Portlaoise, Co. Laois",2021-03-27 18:00:00,2021-03-27,18:00:00,6.532916666666666,9.74,33.009166666666665
20656,28/03/2021 07:00,14.17,9.32,-0.1,EPA-16,"Portlaoise, Co. Laois",2021-03-28 07:00:00,2021-03-28,07:00:00,4.657272727272728,9.32,33.009166666666665
20694,29/03/2021 21:00,9.56,7.52,0.28,EPA-16,"Portlaoise, Co. Laois",2021-03-29 21:00:00,2021-03-29,21:00:00,3.3645833333333335,7.52,33.009166666666665
20720,30/03/2021 23:00,39.08,27.66,1.03,EPA-16,"Portlaoise, Co. Laois",2021-03-30 23:00:00,2021-03-30,23:00:00,8.450416666666667,27.66,33.009166666666665
20721,31/03/2021 00:00,48.83,41.28,3.57,EPA-16,"Portlaoise, Co. Laois",2021-03-31 00:00:00,2021-03-31,00:00:00,14.852500000000001,41.28,33.009166666666665
20750,01/04/2021 04:00,24.1,19.45,-0.11,EPA-16,"Portlaoise, Co. Laois",2021-04-01 04:00:00,2021-04-01,04:00:00,16.645454545454548,19.45,33.009166666666665
20776,02/04/2021 05:00,22.78,16.29,-0.56,EPA-16,"Portlaoise, Co. Laois",2021-04-02 05:00:00,2021-04-02,05:00:00,10.196363636363637,16.29,33.009166666666665
20818,03/04/2021 23:00,73.6,66.89,8.51,EPA-16,"Portlaoise, Co. Laois",2021-04-03 23:00:00,2021-04-03,23:00:00,17.295416666666664,66.89,33.009166666666665
20819,04/04/2021 00:00,68.32,62.64,6.24,EPA-16,"Portlaoise, Co. Laois",2021-04-04 00:00:00,2021-04-04,00:00:00,15.406666666666666,62.64,33.009166666666665
20865,05/04/2021 22:00,22.91,19.47,5.38,EPA-16,"Portlaoise, Co. Laois",2021-04-05 22:00:00,2021-04-05,22:00:00,7.764583333333334,19.47,33.009166666666665
20888,06/04/2021 21:00,24.15,17.48,5.32,EPA-16,"Portlaoise, Co. Laois",2021-04-06 21:00:00,2021-04-06,21:00:00,7.4508333333333345,17.48,33.009166666666665
20913,07/04/2021 20:00,17.59,16.19,6.62,EPA-16,"Portlaoise, Co. Laois",2021-04-07 20:00:00,2021-04-07,20:00:00,6.844090909090909,16.19,33.009166666666665
20918,08/04/2021 01:00,13.44,7.49,0.77,EPA-16,"Portlaoise, Co. Laois",2021-04-08 01:00:00,2021-04-08,01:00:00,4.083,7.49,33.009166666666665
20966,09/04/2021 23:00,24.63,21.28,2.87,EPA-16,"Portlaoise, Co. Laois",2021-04-09 23:00:00,2021-04-09,23:00:00,7.058333333333334,21.28,33.009166666666665
20990,10/04/2021 23:00,27.9,25.85,5.05,EPA-16,"Portlaoise, Co. Laois",2021-04-10 23:00:00,2021-04-10,23:00:00,9.167499999999999,25.85,33.009166666666665
21011,11/04/2021 19:00,17.64,14.62,3.67,EPA-16,"Portlaoise, Co. Laois",2021-04-11 19:00:00,2021-04-11,19:00:00,7.995217391304347,14.62,33.009166666666665
21038,12/04/2021 22:00,22.86,21.31,6.35,EPA-16,"Portlaoise, Co. Laois",2021-04-12 22:00:00,2021-04-12,22:00:00,6.428636363636364,21.31,33.009166666666665
21065,13/04/2021 23:00,14.64,11.05,-0.05,EPA-16,"Portlaoise, Co. Laois",2021-04-13 23:00:00,2021-04-13,23:00:00,5.806818181818182,11.05,33.009166666666665
21067,14/04/2021 01:00,22.62,19.34,6.37,EPA-16,"Portlaoise, Co. Laois",2021-04-14 01:00:00,2021-04-14,01:00:00,7.258500000000001,19.34,33.009166666666665
21095,15/04/2021 01:00,30.94,26.37,7.62,EPA-16,"Portlaoise, Co. Laois",2021-04-15 01:00:00,2021-04-15,01:00:00,15.517391304347825,26.37,33.009166666666665
21119,16/04/2021 00:00,20.12,16.64,1.32,EPA-16,"Portlaoise, Co. Laois",2021-04-16 00:00:00,2021-04-16,00:00:00,9.015652173913045,16.64,33.009166666666665
21166,17/04/2021 22:00,20.34,15.96,1.34,EPA-16,"Portlaoise, Co. Laois",2021-04-17 22:00:00,2021-04-17,22:00:00,8.8925,15.96,33.009166666666665
21181,18/04/2021 13:00,141.17,28.84,1.28,EPA-16,"Portlaoise, Co. Laois",2021-04-18 13:00:00,2021-04-18,13:00:00,10.51375,28.84,33.009166666666665
21214,19/04/2021 22:00,26.95,25.43,1.58,EPA-16,"Portlaoise, Co. Laois",2021-04-19 22:00:00,2021-04-19,22:00:00,14.83083333333333,25.43,33.009166666666665
21236,20/04/2021 20:00,30.9,26.47,3.28,EPA-16,"Portlaoise, Co. Laois",2021-04-20 20:00:00,2021-04-20,20:00:00,15.385416666666666,26.47,33.009166666666665
21261,21/04/2021 21:00,47.36,40.08,2.03,EPA-16,"Portlaoise, Co. Laois",2021-04-21 21:00:00,2021-04-21,21:00:00,18.34958333333333,40.08,33.009166666666665
21264,22/04/2021 00:00,38.79,33.38,1.45,EPA-16,"Portlaoise, Co. Laois",2021-04-22 00:00:00,2021-04-22,00:00:00,16.9025,33.38,33.009166666666665
21311,23/04/2021 23:00,32.39,21.73,5.72,EPA-16,"Portlaoise, Co. Laois",2021-04-23 23:00:00,2021-04-23,23:00:00,11.479166666666666,21.73,33.009166666666665
21313,24/04/2021 01:00,36.26,28.16,6.94,EPA-16,"Portlaoise, Co. Laois",2021-04-24 01:00:00,2021-04-24,01:00:00,14.903333333333334,28.16,33.009166666666665
21339,25/04/2021 03:00,33.84,26.52,2.22,EPA-16,"Portlaoise, Co. Laois",2021-04-25 03:00:00,2021-04-25,03:00:00,16.69916666666667,26.52,33.009166666666665
21369,26/04/2021 09:00,35.01,25.09,3.52,EPA-16,"Portlaoise, Co. Laois",2021-04-26 09:00:00,2021-04-26,09:00:00,14.002083333333331,25.09,33.009166666666665
21384,27/04/2021 00:00,26.81,20.95,4.57,EPA-16,"Portlaoise, Co. Laois",2021-04-27 00:00:00,2021-04-27,00:00:00,5.224166666666667,20.95,33.009166666666665
21431,28/04/2021 23:00,19.09,13.69,5.8,EPA-16,"Portlaoise, Co. Laois",2021-04-28 23:00:00,2021-04-28,23:00:00,6.576250000000001,13.69,33.009166666666665
21432,29/04/2021 00:00,27.44,21.45,8.13,EPA-16,"Portlaoise, Co. Laois",2021-04-29 00:00:00,2021-04-29,00:00:00,6.9156521739130445,21.45,33.009166666666665
21480,30/04/2021 23:00,23.84,19.64,5.23,EPA-16,"Portlaoise, Co. Laois",2021-04-30 23:00:00,2021-04-30,23:00:00,8.191666666666665,19.64,33.009166666666665
21484,01/05/2021 03:00,27.41,23.75,4.2,EPA-16,"Portlaoise, Co. Laois",2021-05-01 03:00:00,2021-05-01,03:00:00,12.374999999999998,23.75,33.009166666666665
21512,02/05/2021 07:00,12.42,11.05,1.12,EPA-16,"Portlaoise, Co. Laois",2021-05-02 07:00:00,2021-05-02,07:00:00,7.000416666666666,11.05,33.009166666666665
21545,03/05/2021 16:00,17.62,8.42,2.35,EPA-16,"Portlaoise, Co. Laois",2021-05-03 16:00:00,2021-05-03,16:00:00,4.263333333333333,8.42,33.009166666666665
21572,04/05/2021 19:00,12.29,8.12,3.87,EPA-16,"Portlaoise, Co. Laois",2021-05-04 19:00:00,2021-05-04,19:00:00,5.148333333333334,8.12,33.009166666666665
21590,05/05/2021 13:00,90.51,82.74,2.98,EPA-16,"Portlaoise, Co. Laois",2021-05-05 13:00:00,2021-05-05,13:00:00,9.344166666666666,82.74,33.009166666666665
21614,06/05/2021 13:00,27.47,23.81,2.34,EPA-16,"Portlaoise, Co. Laois",2021-05-06 13:00:00,2021-05-06,13:00:00,8.367916666666668,23.81,33.009166666666665
21625,07/05/2021 00:00,12.99,8.27,5.14,EPA-16,"Portlaoise, Co. Laois",2021-05-07 00:00:00,2021-05-07,00:00:00,4.846666666666667,8.27,33.009166666666665
21672,08/05/2021 23:00,14.59,8.69,1.85,EPA-16,"Portlaoise, Co. Laois",2021-05-08 23:00:00,2021-05-08,23:00:00,4.180416666666667,8.69,33.009166666666665
21682,09/05/2021 09:00,16.8,10.16,2.34,EPA-16,"Portlaoise, Co. Laois",2021-05-09 09:00:00,2021-05-09,09:00:00,8.345833333333333,10.16,33.009166666666665
21698,10/05/2021 01:00,11.12,6.62,2.15,EPA-16,"Portlaoise, Co. Laois",2021-05-10 01:00:00,2021-05-10,01:00:00,3.297916666666666,6.62,33.009166666666665
21733,11/05/2021 12:00,13.41,6.76,1.79,EPA-16,"Portlaoise, Co. Laois",2021-05-11 12:00:00,2021-05-11,12:00:00,5.298333333333333,6.76,33.009166666666665
21767,12/05/2021 22:00,18.77,17.06,4.65,EPA-16,"Portlaoise, Co. Laois",2021-05-12 22:00:00,2021-05-12,22:00:00,4.682083333333334,17.06,33.009166666666665
21790,13/05/2021 21:00,12.66,10.07,5.74,EPA-16,"Portlaoise, Co. Laois",2021-05-13 21:00:00,2021-05-13,21:00:00,4.454583333333333,10.07,33.009166666666665
21804,14/05/2021 11:00,9.1,5.12,1.73,EPA-16,"Portlaoise, Co. Laois",2021-05-14 11:00:00,2021-05-14,11:00:00,3.6170833333333334,5.12,33.009166666666665
21839,15/05/2021 22:00,6.12,5.02,2.4,EPA-16,"Portlaoise, Co. Laois",2021-05-15 22:00:00,2021-05-15,22:00:00,2.222916666666667,5.02,33.009166666666665
21863,16/05/2021 22:00,14.23,12.0,4.0,EPA-16,"Portlaoise, Co. Laois",2021-05-16 22:00:00,2021-05-16,22:00:00,5.607500000000001,12.0,33.009166666666665
21865,17/05/2021 00:00,9.98,8.4,3.68,EPA-16,"Portlaoise, Co. Laois",2021-05-17 00:00:00,2021-05-17,00:00:00,3.6645833333333333,8.4,33.009166666666665
21910,18/05/2021 21:00,10.88,8.01,3.87,EPA-16,"Portlaoise, Co. Laois",2021-05-18 21:00:00,2021-05-18,21:00:00,3.981666666666667,8.01,33.009166666666665
21922,19/05/2021 09:00,9.33,4.3,1.83,EPA-16,"Portlaoise, Co. Laois",2021-05-19 09:00:00,2021-05-19,09:00:00,2.8149999999999995,4.3,33.009166666666665
21939,20/05/2021 02:00,8.13,5.62,1.4,EPA-16,"Portlaoise, Co. Laois",2021-05-20 02:00:00,2021-05-20,02:00:00,2.3191666666666673,5.62,33.009166666666665
21982,21/05/2021 21:00,16.65,13.25,4.48,EPA-16,"Portlaoise, Co. Laois",2021-05-21 21:00:00,2021-05-21,21:00:00,5.790416666666666,13.25,33.009166666666665
